Compound	18-1_5-20	18-2_5-20	20-0_5-20	20-1_5-20	21-1_5-20	21-2_5-20	22-0_5-20	22-1_5-20	23-0_5-20	23-1_5-20	23-2_5-20	24-0_5-20	24-1_5-20	24-2_5-20	25-0_5-20	27-0_5-20	28-0_5-20	29-0_5-20	29-1_5-20	29-2_5-20	30-0_5-20	30-1_5-20	30-1_7-20	30-2_7-20	31-1_5-20	31-2_5-20	31-2_7-20	32-0_5-20	32-0_7-20	32-1_7-20	32-2_5-20	33-0_5-20	33-0_7-20	33-1_7-20	34-0_5-20	34-0_7-20	34-1_7-20	35-0_7-20	35-1_5-20	35-2_7-20	36-2_7-20	37-0_7-20	37-1_7-20	37-2_7-20	38-2_5-20	38-2_7-20	39-0_7-20	40-0_5-20	40-1_5-20	40-2_5-20	40-2_7-20	41-0_5-20	41-0_7-20	41-1_5-20	41-1_7-20	42-1_5-20	42-1_7-20	43-0_5-20	43-0_7-20	43-1_7-20	44-0_5-20	44-1_7-20	45-0_5-20	45-0_7-20	45-2_7-20	46-0_5-20	46-0_7-20	47-1_7-20	14-0_5-20	14-1_5-20	14-2_5-20	15-1_5-20
Merphalan	652833.2442	1	949485.8666	913980.5888	1122477.425	1079512.112	1257921.968	1312820.28	1783302.48	1198426.5	1417369.03	2075716.523	1043097.8	1972292.37	1861048.213	727921.3228	1715248.293	628386.212	445644.8783	897489.7893	1	495050.7827	1	249065.0389	544970.6468	989111.064	602873.5878	2587838.222	1	861481.924	1956671.316	1958712.196	1	1	1138421.198	1391862.243	755743.9505	2483671.605	1178422.132	1334642.574	1391114.751	3416067.378	1	1624512.034	1952867.992	1927968.434	1	1017979.445	1301913.349	729315.232	1	1	1	1019612.122	836079.1498	742802.4252	830474.3015	974721.1341	15129804.39	2808217.018	1	635176.4949	2279160.353	1	520070.6151	795284.7604	1	1	739484.304	1447236.231	597478.8008	1320762.836
Stigmatellin Y	778417.7056	220158.9547	319766.8815	388505.9047	670641.8552	677683.9133	275941.8978	260113.1841	670743.6659	574509.4109	1319513.792	301860.8223	769916.2526	781369.2742	517363.9483	687077.8268	619041.2408	485010.0109	549389.1907	689434.5149	500246.9706	302322.7455	945462.0334	1695916.843	545054.1348	616822.9847	202598.9259	554043.9891	459343.5356	596128.1602	701885.9017	981604.9509	200389.029	808318.869	395631.0141	793819.7879	475863.4094	759017.172	559216.7313	198481.9103	868339.6886	744715.5725	357794.0821	226388.1628	172572.9714	1	288585.2424	546016.1129	572367.012	858725.7929	296519.8169	206494.8106	288239.9937	222299.0103	354073.9059	692160.4583	635652.1653	239590.9684	714327.432	260413.0099	657584.6058	632473.2773	259666.9723	451701.4439	127463.9722	652575.8171	462436.2601	584579.6166	750744.2528	438345.8306	736394.8441	563902.0257
11-Oxo-beta-amyrin	8237527.81	6713361.966	8749820.56	8911908.564	8231004.071	4690954.25	10266335.66	8153997.026	12115814	8906585.352	15308716.55	5195600.238	4849316.546	6503144.274	3779738.514	14884278.97	6788559.296	12602695.51	5817274.695	8100424.033	4374267.446	8348623.971	2044826.489	2231517.98	8512155.054	9209318.701	9213468.854	6094793.878	2945514.042	10035700.6	5520188.112	5718843.519	4262159.05	9163275.723	8656845.614	3613661.647	2469413.494	8431126.647	7689258.231	6435871.096	7960380.713	7805805.043	4439396.08	7205049.943	7502359.68	6289578.907	4723091.322	9540444.144	7027226.65	9889793.726	8495044.064	11778732.79	9895629.123	10174171.62	10546514.88	5711938.439	11188815.67	8915473.558	11872019.25	7833214.315	9253450.507	7376719.768	7764168.514	8068645.081	5207826.663	9251013.507	6196344.819	5935754.527	13348969.14	9269338.79	12289577.65	5607580.518
Bufadienolide Esi+7.161006	4019704.45	10836030.32	9825190.845	5324335.311	3859105.355	4605048.755	7355025.945	8145472.738	6829469.091	5470662.03	4328131.794	4076280.782	3072488.116	2841251.283	5321051.736	4242602.251	7356356.674	5755357.041	4696755.298	4303777.31	10753060.52	5796485.476	7703245.641	4954307.552	3400699.268	2969739.592	3561498.619	5164402.449	5090327.33	3625061.399	5415961.302	5675271.576	12579585.06	7033371.543	8254589.265	1935332.474	3647574.464	3061229.973	2139636.071	7620377.303	4925388.18	3559474.907	5386120.216	5767353.412	4570856.195	7718895.523	10861033.08	1870039.094	3335080.144	5012354.422	9620076.928	6617574.037	8058455.921	5014435.959	5123886.187	6218331.076	7739414.514	6157067.695	4252382.671	1861232.689	4153182.967	8000390.56	3656500.174	5180134.045	2807354.847	8531050.66	10979979.31	4590023.152	3489393.816	3549339.14	2971920.308	3449524.317
5'-Methylthioadenosine	344771.0231	5833510.898	370786.7076	452093.9231	238962.2167	1	224986.0459	415725.005	489911.9646	544444.7022	548383.2576	394834.6286	449715.7857	293521.9767	275810.91	444592.7818	221422.1463	627162.5986	952440.8676	968914.6089	1	275515.6988	5504965.15	2103444.031	244753.8452	513601.895	1830235.672	392438.2122	541919.1111	801260.5934	274284.0112	522225.7245	13121851.83	1342766.482	423686.6072	1	325450.8147	1	1	1	808948.8735	988142.7861	189319.8292	1087588.974	202620.9747	271370.8062	532620.7097	301354.065	1	560312.0524	4638876.476	5538101.253	7697262.405	778552.6068	1	341273.2948	675887.2154	454242.7617	275863.8713	390756.9479	2147449.836	1203345.923	518508.0996	6213944.821	934931.4088	361249.2333	9699265.035	2982023.094	360408.6222	234677.8249	1	654681.1886
540.3309@4.365998	6553571.882	1499434.426	5321582.873	2675494.254	2681665.757	4290341.332	6265716.222	5631875.457	13767048.89	5079242.768	5849265.321	2856357.249	9595762.367	3455119.073	3746274.025	6448177.379	11209324.46	11975105.25	12859444.62	4124820.762	1665341.938	10745259.58	9020100.018	9304518.091	7316513.999	11657232.59	9419473.551	5103084.145	3404935.409	15383335.34	7019778.119	3288244.169	4274777.797	13887956.52	4274416.32	14137512.85	6229824.107	10226116.28	13332832.77	16703209.44	6713231.674	2089792.108	4366917.968	6526214.612	2243833.195	6494729.459	2672513.861	5666050.384	12890733.31	4161940.761	4027468.85	5466924.421	2876553.755	13670616.79	11527257.66	13281898.11	4438229.991	11389459.91	8026368.707	9303789.337	5675543.015	9731926.542	3192039.337	4266054.601	8166729.429	15775703.43	6040154.409	8311572.376	3380225.351	5121684.664	10281183.42	6878058.711
257.1991@4.2709966	7104215.921	9167697.433	10705597.64	6606148.639	7733408.545	5627754.639	4958368.28	5976974.678	5748961.745	4954019.099	6993145.056	8900062.274	9915176.339	8193753.154	5839384.989	10872610.23	6338069.285	7128652.673	3831593.286	5928756.03	6732785.164	6405687.555	6173212.4	9503233.19	4851885.251	5659801.401	5733334.413	4581631.51	5364971.216	7092825.383	8513701.041	331603.1073	5940471.447	6300945.935	5520785.047	5103968.519	6456742.224	5994495.874	4983921.795	5754164.361	28101.02239	8246114.14	4452734.003	11023881.89	7619389.625	8033933.004	7215675.354	9834586.743	6792230.556	11067016.42	8358316.739	7055236.432	4501982.443	6586004.194	183545.7266	6047510.758	9990877.742	5463734.691	3478623.234	6166575.049	5584284.449	6103477.364	7282740.455	6007373.777	7014116.683	7662527.947	5192406.853	4374561.561	9071086.934	9789494.943	7370698.933	6703490.174
Choline	2350165.622	2818534.898	1608397.981	1401984.53	1399001.424	1382475.996	1687840.329	785154.4755	1677575.19	1838448.076	1688650.109	1638767.777	1479722.28	1916396.961	1538060.689	2059580.378	1658495.883	1653766.362	2160949.609	1415604.674	1085948.307	2070546.253	1232679.232	1560949.031	964856.59	2459151.182	1167776.7	1318434.985	1848581.219	2351346.952	1219260.529	1454296.497	2985994.34	2579017.264	1683772.741	2007207.033	1507260.135	1931272.085	1556042.463	1793458.585	2012786.89	1712044.772	2180881.573	1689831.54	1501513.484	1719570.697	11540200.87	1346177.296	1429053.998	1009764.197	2431393.552	2218129.246	1663911.188	1799767.356	1598422.095	1445017.967	1341649.135	1747699.842	1547739.241	1669311.776	1438715.597	1701439.002	1334488.091	2331165.499	1703964.679	1417265.877	1091637.175	1824076.746	1328742.391	1657767.208	1727440.993	615999.2206
Stearoylethanolamide	359622.8088	668046.0366	1256200.223	311061.0001	1036143.219	738793.6804	1079601.159	2271160.134	267330.8854	634065.7834	355427.0605	345640.8	1190519.648	1145377.708	663643.0729	952765.072	1363354.207	752245.9976	377457.0586	577939.9204	1391457.101	2108779.763	1329432.41	1240997.691	1245686.843	2418726.142	838437.0823	567780.9817	1272236.983	371148.754	2802463.204	2224677.838	734285.2019	1442020.256	1022911.57	289784.1175	441922.2364	915242.804	322245.7934	1232506.65	1464137.89	1136424.178	1571261.638	860924.9783	225343.92	245601.8666	10072803.92	892706.2494	637950.5173	1080758.686	1712517.144	1200351.914	777417.4687	846865.8921	1033095.362	2802556.446	1354036.314	1658513.127	671488.8879	2392751.264	1505177.293	973087.4917	1111862.534	734638.5105	632679.796	1102677.9	963767.7498	570121.5463	285802.696	391557.0504	423493.9988	988878.6731
Adenine	3633924.462	1	6531206.081	4726497.299	1	3848487.151	4581304.42	1	4730161.464	5308471.182	5193904.295	2645648.559	3340841.251	4304842.427	4049917.251	1	5872486.252	4369394.689	1	7998039.636	2737284.579	3327773.935	1	1	1	1	6988284.925	4117102.683	1	7403212.452	5791332.907	5446998.352	1	4533214.51	6391853.891	4707664.248	8594867.689	6790597.071	4713250.732	5534225.503	6826146.753	4162797.646	1	7097094.078	2226882.49	7425465.293	1	4822019.318	6685217.186	4372115.248	1	1	4174459.552	4132940.032	3899525.082	1	1	5934438.081	2322583.446	1	1	3874449.743	7702807.816	1	5960037.594	5444499.497	1	12041593.62	5284626.208	5995027.746	4034269.409	3981042.935
"(3b,4b,11b,14b)-11-Ethoxy-3,4-epoxy-14-hydroxy-12-cyathen-15-al 14-xyloside"	1570323.101	1	3267459.674	4174161.531	1281444.886	618639.7459	1312732.925	1045133.641	8746764.377	10408075.52	9055117.932	2095068.523	6628403.51	2412370.387	2160215.784	9199474.36	10364074.82	11995167.77	8508633.378	7405157.552	1466025.737	11971254.43	6350197.36	4062724.202	7042357.326	9803469.593	7704639.372	1218619.246	1	10861191.17	1150311.373	9333850.958	7256739.244	12479787.21	9867560.302	9560813.85	12522176.45	10837705.4	7968479.318	14270633.06	3511560.839	2252523.927	553192.856	971118.6181	3402585.539	3157223.583	1	7184976.463	8701905.988	9517406.098	9048536.246	7069065.113	6059691.849	11921884.78	7687286.462	3739186.5	1595199.022	10717974.85	3695535.495	2744515.393	10394607.88	10858759.77	3115305.033	5512456.747	2343015.39	6829753.126	1381421.355	3127061.148	7659134.804	12675365.39	7735842.546	1364608.805
LysoPC(15:0)	8510491.367	5950341.34	4445292.744	5672848.874	1922491.781	1243579.234	1776632.676	2995634.128	3964545.356	5600281.827	2459425.63	5947306.51	3838573.92	4464669.648	1440817.322	4680852.909	2463914.904	3311795.133	2686406.136	3144464.68	3316249.219	3917052.407	1389453.382	1548345.498	1689429.831	7048964.944	2327181.013	1766700.43	1815247.707	4139677.647	2534674.396	2546894.907	2148389.284	6341813.409	4981524.886	4540028.741	2759017.162	4612012.524	2384471.321	4073128.786	4402129.025	4247298.282	2439985.257	3537782.685	7063569.56	3517802.361	9168326.556	2442090.103	2039696.402	2750838.478	2426432.002	1780053.288	2498952.416	2976583.634	2997260.402	3594398.664	765534.5685	2422429.082	3335822.283	3965729.926	2724826.613	3332392.719	2839384.9	5113667.761	3088570.861	3824712.831	2780559.927	3092501.791	3805572.303	3578401.903	2158177.359	5184681.734
692.5561@13.096989	963546.6563	406176.1489	634797.9748	2122593.978	1	302050.0291	1750784.396	1	1277387.671	2324881.898	1911495.006	2417165.793	802487.2805	1500159.013	809774.6755	2147688.009	3783945.817	2670439.928	505901.8538	1195596.377	11386484.04	1574226.827	123636.0549	1	203485.0107	2291690.84	1459555.864	757004.8407	1123830.477	2472849.486	710229.126	1	3084437.537	6223100.006	1273655.785	3190928.829	1801373.609	1	394607.8143	806978.6615	1	5164814.13	89625.02526	820791.3492	1	3047312.448	7193762.004	1367739.453	1455088.025	1101625.936	1	772490.6791	1652409.696	3933646.816	1	854997.0994	12010351.18	1191323.669	8319468.891	2199200.943	1340840.314	664800.5269	1	658173.3107	5670030.245	3049275.348	2513710.368	1914299.324	1	1	4703864.266	1
320.3086@14.942007	4175767.626	765890.1719	1444761.577	1816930.746	10343915.08	1774664.649	6152805.685	7367424.805	7660563.033	8279527.46	2094561.77	877254.5501	7152211.655	1105033.748	4445822.749	386338.7868	2210347.852	1422721.649	8679719.563	542288.8568	7171756.127	432396.7039	2432342.568	773617.0148	1324517.982	909248.4275	1020921.847	1005130.226	3982469.825	4344624.315	979949.5823	1052122.311	1643554.653	1355595.197	871947.0483	6399416.787	880770.7299	3042397.019	3558858.15	2321204.178	2877538.898	1241673.987	2413797.134	1465296.307	1614841.346	5368505.158	1099532.639	1254051.356	1380151.299	1490131.273	1119212.849	2589932.379	3386085.567	2634328.811	1123182.553	1605730.115	1167981.506	1942581.908	1971439.491	716377.2516	1457651.09	3764623.089	405751.8086	913545.4621	1937423.614	506536.9547	6761739.472	1156806.393	988882.7857	1315108.135	3184170.151	715779.6489
PC(18:1(9Z)/0:0)[U]	5975756.783	6252956.282	5524773.926	6968221.243	8726157	4549406.759	3674300.015	5240772.308	3868106.269	4475669.265	5089674.627	6582777.48	4159867.08	7475994.101	4050925.157	7190985.151	6057600.481	3575572.932	1428987.633	4010553.702	1788592.127	3427924.729	3715041.767	6457453.863	2243663.672	7304691.935	8841752.99	3808073.78	2248483.708	5120208.043	5231419.385	8599456.194	1925097.387	7064715.339	2891370.386	5047658.93	5570575.691	8507648.513	4020643.525	4280055.281	9222650.525	7562967.56	2050540.773	6609304.346	5396490.3	4382324.848	4768701.34	8201009.057	4332916.488	7626406.498	7099042.401	5568703.31	4174034.227	6296265.732	8348369.355	1630148.541	5511940.943	3352116.828	6258306.997	4772454.459	3437487.413	6360271.852	9639741.307	3224030.586	6358742.25	2236308.823	3308342.114	5428879.382	8515182.383	4564346.859	2993890.446	3415733.529
"3beta-hydroxy-9beta-pimara-7,15-dien-19,6beta-olide Esi+10.1849985"	1742682.116	88890.0304	337859.056	7549559.3	136852.0955	1	354612.2871	269500.234	368632.8208	2140858.48	961888.4039	351415.9139	1681631.304	162132.9734	10338524.75	1300690.246	895685.6705	215626.9533	8782942.938	3232780.223	1	3301023.549	5187712.148	1654991.068	1	1225683.45	656233.1733	2444605.098	7768744.316	899380.4508	325715.9854	413683.2447	5430437.493	108057.0743	1	244034.061	6359337.296	127937.0857	1553645.579	378762.7689	266064.0382	156266.9327	5839012.626	608198.1911	1626748.734	5362792.492	220359.8713	1817023.944	499806.7985	1	1285073.102	551996.6554	335131.0887	764422.1198	1	1453909.46	1	1591655.853	658035.0933	295086.0102	1000935.098	178580.8677	823320.1445	2514600.877	6946428.609	2725604.871	5090341.443	1	1077312.225	4590490.866	1044189.409	1899990.797
Feruloylagmatine	271531.8675	1	862270.5013	500673.9956	240362.1157	135660.9523	230356.2155	105348.9201	947596.9306	2969885.747	505939.3762	134079.9509	238744.0081	245039.1938	198845.1709	5034119.385	1	3738525.648	5149603.772	5768552.824	4307113.766	1730193.544	2397201.914	3360988.091	3019336.247	3155538.949	98628.98046	110099.0122	1171722.902	650079.6647	146185.0244	184257.9064	4933116.748	6709621.717	1267172.938	156733.0604	174864.9963	1	1222569.457	339038.1277	384335.8424	58235.97394	53209.01219	118701.8587	268756.8499	253936.9836	492447.0218	2131001.237	2945291.508	6212424.573	1523336.254	2223298.15	3977675.073	2334697.167	10972964.45	71310.0107	1	3671036.428	201127.9422	138158.0404	4153090.848	1	309293.0736	3076933.856	144491.9907	509197.2139	768803.8312	3458667.75	5285717.902	4751797.745	3620179.997	1
Nabilone	4961300.804	12092431.25	10149708.8	6236261.526	4639046.897	5663294.015	8622489.284	9298341.616	8084588.989	7003555.056	4759834.563	5108559.111	3942294.164	3374859.473	6195412.879	5109667.559	8971345.858	7204980.025	5855244.563	5501429.085	12684866.5	7989467.945	8674937.903	6254659.863	4344344.257	3901725.9	4431375.038	6331377.56	6405780.797	4534723.01	6572186.547	6938498.188	14287854.91	8874356.011	9508313.232	2317406.98	4448322.637	3894773.499	2465245.683	9818519.014	5946003.987	4285891.806	6550542.675	6637874.857	5419220.805	8492571.331	12996663.8	2102395.992	4353761.657	6195666.25	11471398.91	8110357.06	9689655.882	6326012.606	6281932.454	7261026.06	9166388.486	8158123.972	5127126.277	2377127.738	5392833.27	9200226.828	4428556.21	6716657.345	3505313.384	10200383.09	12563351.11	5685228.877	4338855.172	4376921.261	3961276.568	4229541.949
7-Oxostigmasterol	4430997.248	4918022.825	8960538.465	2036834.034	4579218.579	2830999.375	5778217.183	6775251.17	6444736.755	4598289.922	8085670.597	5190841.48	4044833.818	5396976.595	2655827.475	7547325.159	5934919.373	6673415.958	3346078.822	8775701.357	4988317.973	9806126.894	1307353.628	2875586.888	4223304.973	4239013.117	3086411.514	4022962.892	2198908.284	4483860.613	6949481.925	9950792.51	1975355.658	4652497.679	6080219.6	4345235.685	3151169.658	4632164.316	3736147.547	3627788.705	6210982.189	4227613.333	3015816.043	3459746.733	6939902.675	2710649.224	2821711.384	6092179.418	4715142.691	5735842.583	2886954.621	4825677.256	2936228.879	6904698.555	6433016.686	7485389.719	3050226.614	6025351.603	2528294.342	3416777.803	5016083.731	3434962.694	5762574.234	3736885.684	2095887.719	5503172.039	2566309.961	3842122.268	3526909.191	4331243.946	4048856.272	2889771.52
450.3521@11.856005	510305.6184	492942.5528	196867.8497	209008.0524	4688564.991	437497.7282	518038.5734	278741.0583	476520.9113	834254.4781	259357.9379	207265.1452	352481.7409	1	827656.1508	190995.881	244927.1196	242776.1206	390013.3548	1	404356.7026	209389.1265	1	1	230811.087	180811.8868	239208.976	246316.8846	333980.1885	200452.9328	388429.9718	301970.8994	202321.9049	1	206624.0986	1955559.498	1	1	296608.0032	454385.7293	379064.0201	227415.0173	244745.0236	1153188.561	165183.9512	233761.0439	282440.9992	1	230846.1266	411640.0989	278651.8102	1458890.326	217703.9412	375347.1492	364855.8348	222331.9872	1	192008.9454	241060.8767	1	1	195417.0742	237225.8993	262945.0842	367195.0284	222842.8273	371728.8152	124915.8483	189686.8313	1	521815.7629	330091.8516
(_)-(Z)-2-(5-Tetradecenyl)cyclobutanone	126187.9828	262380.1403	115740.9608	132246.0403	245857.016	81886.04565	429206.0837	270863.2237	167393.0379	162940.0804	109224.8804	106000.0192	182831.1036	111521.9371	227614.9827	333968.8453	156579.9541	61069.99049	489144.095	198500.0713	314681.9711	98049.99932	1691268.166	3784286.801	80755.00182	95421.97987	8689019.761	92380.96525	170476.9309	936373.7725	314889.909	105699.9376	439842.0468	1892605.117	196054.8764	504133.0457	148033.0722	571507.9335	330847.3045	418657.2258	2458658.615	546708.0147	460389.6899	164557.0146	138677.9606	205282.7675	1080043.508	123945.9839	145017.0494	127533.9656	352751.0863	385248.0156	455956.9214	79379.94818	575826.6362	52467.01163	82916.98281	164963.0058	144603.9063	210562.0625	359717.0458	1018726.96	173928.8825	313505.2332	980022.944	65541.99652	618199.5164	5020699.68	146828.1435	106714.005	125126.9477	288378.0836
Momordicinin	9433233.838	5691549.331	7081124.248	7585400.898	8239138.136	3936093.334	9978440.997	8308882.358	6457136.077	6205439.663	5674618.603	2111889.617	3420239.686	3720177.43	3122203.192	8795230.763	4738398.159	7287658.877	3863173.389	5128444.926	1350139.456	3508488.006	1239693.462	1940933.152	5421125.593	6206601.118	8673915.752	4621526.42	1038278.469	5011593.608	6527399.91	6314223.951	2886800.542	5709084.559	6304287.945	3990366.976	4073021.502	3612935.328	6187807.992	4280921.648	8912662.222	9030528.554	630742.2285	8447470.637	381926.1031	602090.5715	2548180.423	7894683.508	7094708.604	9913630.107	7058753.447	7495758.282	6244233.255	8907023.687	6569239.804	4199674.255	5088626.951	4015221.095	5056644.764	6811390.905	8940679.184	5509412.296	6709556.606	5252369.567	4334980.28	3863842.884	3021974.382	4287983.727	3387120.776	4257862.705	3424310.278	5100750.135
"N,N-Diethylglycine"	1144550.747	922086.7753	2020102.407	1648814.881	738082.7258	1233980.358	1666968.024	1336039.286	3341172.411	1516173.054	2092936.34	1804856.868	1209752.089	1727599.053	474326.8463	2366779.707	2150214.268	4147987.167	4061659.869	4331553.182	1654400.39	6682970.152	3316679.094	7442944.255	7121461.907	6021422.84	4189582.346	1048573.093	1281778.015	2780509.817	1651633.322	1393262.822	738563.2746	2499704.279	2717917.058	813637.6985	892708.7245	2546079.435	3093728.15	3819909.425	2579929.121	2387855.327	892240.432	807899.3252	1595740.911	1231763.626	1108804.817	2743921.923	869498.4921	5996320.226	2872489.124	3691907.561	1988990.562	2248260.849	1187160.035	3743649.661	4633008.826	5553700.704	2877891.957	4268222.635	3944379.682	4822517.357	1185317.4	2398199.089	1593884.878	1910259.229	2097285.739	2506592.424	829157.7042	819868.4963	997197.6794	1606921.475
Threonate	2371997.404	6576957.878	1680618.687	1062563.036	2180375.222	1455819.436	1425701.97	2015759.373	1241972.673	1118853.721	644192.3488	806318.3336	1526293.518	841491.9822	983854.1939	2361447.449	1057275.554	1328903.579	930070.1441	1509260.074	5428717.575	1	6499859.037	8512833.602	1039992.721	947535.1912	1	1158364.609	1293093.352	1455627.72	1085335.765	987953.0792	12432559.5	2706032.996	1154457.794	1695697.035	1743251.147	2377300.753	811506.4297	2076382.784	3238467.87	2868664.859	1269639.951	1680456.771	972227.2193	1469912.656	1890017.288	1853923.136	1240849.746	1544159.126	10194890.89	7077370.423	3782372.446	1561011.787	3200775.366	1123730.772	1648382.932	518914.7431	99612.97148	2527787.926	3402361.49	4238375.563	1609757.566	3201234.651	1258418.191	1354738.528	3670580.979	1299736.734	1416627.477	1881689.296	1678296.285	2215033.366
D-Urobilinogen	5945406.406	3800613.794	23892260.15	12954993.9	6344732.899	4492624.333	11227862.77	12774380.56	1120810.542	1489012.052	2407531.093	8362587.671	7716140.594	3302971.293	5302737.859	3769469.322	14306941.96	1015215.099	1468001.488	2108452.369	447745.0633	1385991.52	1541613.842	3552728.472	1204400.682	1320277.719	2298985.602	9486260.133	10812673.9	6743172.156	13511429.66	7903400.023	117190.0047	476993.4732	2693293.454	3912854.408	5744631.815	2333537.143	651129.059	2418176.301	7094482.394	6375897.474	6273469.04	1	8497022.768	5273465.787	3719223.459	2016748.846	1193317.075	3124004.281	14018289.62	1506042.445	1920391.467	1886474.28	712467.6581	3245854.725	12273939.15	3684744.102	8245068.22	8664349.449	2243447.512	2609143.749	8153584.447	481710.8855	3100615.068	10806380.12	459941.8664	3036563.272	721981.828	2528832.411	709807.848	2202346.441
380.304@7.755998	2451285.341	4399658.146	3218261.218	2047805.125	2963535.687	2421467.149	1651367.744	3052151.194	1520551.237	2097609.945	2293267.153	2341127.376	2435232.353	2530270.159	1622379.615	2951669.99	2451338.014	1616470.782	1557016.713	1774690.482	3190435.639	2612075.198	4131791.433	4439014.529	1760806.567	1992270.346	2380996.386	2469103.702	1339252.91	1585159.959	2081713.359	2656781.221	4431252.176	2060160.062	2214922.824	2041109.287	1892805.841	2560900.909	1666910.252	2757179.953	2944293.373	2142311.741	1410072.587	2368442.144	2357074.618	2485722.817	3547201.857	1969277.511	2056608.849	3244478.106	4975389.358	3838020.535	4304248.674	2091697.798	3381200.177	7408299.532	3125589.753	3060625.296	1811651.467	2449221.802	3939931.182	2852617.733	2066079.017	2803720.296	1582226.818	2005860.716	4009141.759	2931549.527	2093307.756	2355444.65	1841861.308	1824428.27
463.306@10.658007	2841769.284	4129821.512	1323677.283	825708.4822	804582.0351	631404.0548	620095.1156	882227.9856	1113837.238	1119676.085	946022.5189	1810300.794	1194897.967	2291400.167	409782.8269	1666756.589	603601.9746	990603.3677	875549.9737	908669.4186	947965.4806	2240143.933	1026664.945	904164.6573	1248070.5	6059771.654	461380.0187	507753.9387	1598528.461	1263238.837	1168398.516	920677.2677	1872273.802	6524568.219	1105296.501	796413.9688	706735.082	1027844.793	985613.1644	2924377.244	923112.529	2004613.953	2707807.97	1424360.597	1537507.482	767806.368	9503450.568	1034114.856	969870.0955	1433241.21	1349130.056	1145812.857	1454484.005	1731687.291	753594.0246	1205620.982	414949.1424	1094992.077	665649.8711	2521376.27	963411.0863	2291382.696	723459.134	3081522.725	1	1255542.993	2312474.458	1593173.547	759506.0862	999151.5534	918435.5754	932538.0069
346.3086@13.283007	223405.0078	198464.0261	1	64335.97232	4661839.807	153072.9673	714849.494	1	532971.92	839818.4747	198885.1453	182816.1502	463514.8388	193497.8486	641648.6473	99385.9297	185720.0437	1	230718.9534	1	312962.8743	136203.0043	91074.02344	251343.1769	129949.9902	1	153200.1304	130782.0484	180552.0155	425922.9668	359819.7872	178579.011	121692.1009	260530.0031	73297.02385	2262792.714	1	193279.0844	374495.0178	209407.1243	140359.9682	126861.959	80210.97339	1124875.575	204668.9891	413461.6514	129225.9247	1	299283.6624	153570.0121	238382.6976	1222538.951	162481.0565	341042.2611	1	117209.014	197532.9773	257794.8647	96225.05699	273130.1402	47151.00823	242155.7945	143411.0834	104732.088	374696.7659	191774.982	189986.0546	53762.99914	224967.9567	1	215177.8423	194254.0295
519.5016@16.78199	4924463.067	4244884.885	5902358.01	2026109.9	2039955.146	4193362.15	3077328.443	3051364.296	2259142.745	3052724.573	6296025.704	3892560.414	4427890.148	3788840.561	3539016.359	5539583.197	2762488.446	3339621.102	2133586.247	4229495.042	4173308.092	5882871.121	3205215.66	5732515.818	4555370.607	7112592.109	6741041.144	5090133.274	2411338.905	3634005.066	3507634.514	6464762.773	4169390.301	4159224.131	4225723.675	3172920.625	2685032.276	11031433.95	4016896.894	2744724.659	7846979.497	2765042.069	4314278.861	4340771.35	6213639.019	2588837.536	4403725.156	4867076.432	4243549.278	3730979.493	4752120.538	4438605.322	3559998	6379995.607	6897661.977	2510870.166	3880394.767	6057986.784	3122467.229	4639162.658	4095908.341	5542886.363	4492842.322	6031368.701	4703688.204	3711227.472	4069584.292	4314045.614	1308820.664	6425770.391	9833543.826	2140754.608
Oleanolic acid	3985024.049	1480469.153	3454814.933	4077812.471	4549700.035	981038.3441	5172531.159	3426447.14	5572101.086	4682264.488	8115789.412	1311056.11	1038408.74	1792612.213	651228.8102	7545478.698	1778282.377	6422332.82	2002194.918	2931163.474	888440.7249	2294146.355	114115.0067	267890.1481	2191413.04	3839345.6	4750901.944	2460032.594	372442.1941	3513262.637	2407120.61	1806477.681	747526.9153	3902220.849	3476326.121	909155.1563	385525.029	2220884.6	3007576.493	1802727.619	2657201.126	2974624.229	674861.0666	2981320.404	1874415.034	1786208.423	1027022.245	3539349.991	1913475.502	4182696.825	1892755.986	5177861.697	2407793.105	4130356.848	2507105.02	2159130.48	2938000.071	3093588.766	6303449	1	2750342.771	2892440.798	3129049.39	3218640.464	1711440.849	2511120.797	851368.9798	1672466.636	6614405.212	3769756.741	4338746.904	1899074.405
Kynurenic acid	4634052.634	4678031.028	4544360.952	2794428.827	3666085.495	3447535.555	5900701.305	3924577.722	3389417.677	2698202.134	4171431.141	3239801.517	4124243.263	4352512.468	3447585.738	5738013.772	4243684.584	3062329.306	2063131.002	4644004.695	3151803.147	2339028.484	3860964.878	4873743.855	1685005.652	2447182.051	7023968.771	1753998.399	2755666.752	3932970.679	2779097.463	2995301.92	3732948.048	4546976.131	4342215.811	4362803.301	4498211.295	4810025.128	2614444.475	3756310.782	4826045.21	4643360.944	1360219.454	5466193.119	2091751.443	4314048.604	2646872.003	4844801.075	3797074.83	4745451.742	5972742.11	4876734.499	3883252.264	2699275.871	5620215.425	842214.3901	5620308.922	3118870.023	1740485.06	3233811.152	3336303.258	5212965.929	6439507.843	3626881.051	3513116.528	2340139.332	4259152.629	3702437.625	5745257.004	4107360.083	3507678.278	3541723.118
